"BY","stock","surv","stockName","jurisdiction","smoltType","adultRunTiming","region","lat","long"
2012,"QUI",0.015,"Quinsam River Fall","BC","oceantype","Fall","ECVI","50.037646","-125.29471"
2013,"QUI",0.02,"Quinsam River Fall","BC","oceantype","Fall","ECVI","50.037646","-125.29471"
2014,"QUI",0.0217,"Quinsam River Fall","BC","oceantype","Fall","ECVI","50.037646","-125.29471"
1971,"BQR",NA,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1972,"BQR",NA,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1973,"BQR",0.0938,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1974,"BQR",0.2544,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1975,"BQR",0.0935,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1976,"BQR",0.2062,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1977,"BQR",0.0382,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1978,"BQR",0.0205,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1979,"BQR",0.0089,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1980,"BQR",0.0083,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1981,"BQR",0.0186,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1982,"BQR",0.0299,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1983,"BQR",0.0263,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1984,"BQR",0.0042,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1985,"BQR",0.0044,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1986,"BQR",0.0131,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1987,"BQR",0.0052,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1988,"BQR",0.0113,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1989,"BQR",0.0069,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1990,"BQR",0.0077,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1991,"BQR",0.0041,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1992,"BQR",0.0012,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1993,"BQR",0.0058,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1994,"BQR",0.004,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1995,"BQR",0.0023,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1996,"BQR",0.0038,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1997,"BQR",0.0056,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1998,"BQR",0.0053,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1999,"BQR",0.0048,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2000,"BQR",0.0027,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2001,"BQR",0.0067,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2002,"BQR",0.0054,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2003,"BQR",0.013,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2004,"BQR",0.0016,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2005,"BQR",0.0074,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2006,"BQR",0.0074,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2007,"BQR",0.0053,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2008,"BQR",0.0055,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2009,"BQR",0.0042,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2010,"BQR",0.0038,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2011,"BQR",0.0155,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2012,"BQR",0.0099,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2013,"BQR",0.0076,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
2014,"BQR",0.0128,"Big Qualicum River Fall","BC","oceantype","Fall","ECVI","49.39884","-124.609144"
1971,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1972,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1973,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1974,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1975,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1976,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1977,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1978,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1979,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1980,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1981,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1982,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1983,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1984,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1985,"COW",0.0267,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1986,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1987,"COW",0.0334,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1988,"COW",0.0557,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1989,"COW",0.0637,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1990,"COW",0.0683,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1991,"COW",0.0272,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1992,"COW",0.0256,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1993,"COW",0.018,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1994,"COW",0.0174,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1995,"COW",0.0088,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1996,"COW",0.0083,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1997,"COW",0.011,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1998,"COW",0.0129,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1999,"COW",0.0094,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2000,"COW",0.0047,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2001,"COW",0.0058,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2002,"COW",0.0033,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2003,"COW",0.0046,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2004,"COW",NA,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2005,"COW",0.0045,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2006,"COW",0.0035,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2007,"COW",0.0068,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2008,"COW",0.0092,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2009,"COW",0.016,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2010,"COW",0.0193,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2011,"COW",0.0165,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2012,"COW",0.0087,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2013,"COW",0.0073,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
2014,"COW",0.0245,"Cowichan River Fall","BC","oceantype","Fall","ECVI","48.753551","-123.637015"
1971,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1972,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1973,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1974,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1975,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1976,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1977,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1978,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1979,"NAN",0.0819,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1980,"NAN",0.1363,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1981,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1982,"NAN",0.0094,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1983,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1984,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1985,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1986,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1987,"NAN",0.0048,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1988,"NAN",0.0262,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1989,"NAN",0.049,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1990,"NAN",0.0574,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1991,"NAN",0.0069,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1992,"NAN",0.0171,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1993,"NAN",0.039,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1994,"NAN",0.0119,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1995,"NAN",0.009,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1996,"NAN",0.0112,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1997,"NAN",0.0155,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1998,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1999,"NAN",0.0164,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2000,"NAN",0.0179,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2001,"NAN",0.0178,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2002,"NAN",0.0088,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2003,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2004,"NAN",0.0309,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2005,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2006,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2007,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2008,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2009,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2010,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2011,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2012,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2013,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
2014,"NAN",NA,"Nanaimo River Fall","BC","oceantype","Fall","ECVI","49.137895","-123.895779"
1971,"CHI",NA,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1972,"CHI",NA,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1973,"CHI",NA,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1974,"CHI",NA,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1975,"CHI",NA,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1976,"CHI",NA,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1977,"CHI",NA,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1978,"CHI",NA,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1979,"CHI",NA,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1980,"CHI",NA,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1981,"CHI",0.3055,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1982,"CHI",0.0503,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1983,"CHI",0.0946,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1984,"CHI",0.1309,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1985,"CHI",0.0398,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1986,"CHI",0.2864,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1987,"CHI",0.069,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1988,"CHI",0.284,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1989,"CHI",0.2141,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1990,"CHI",0.0651,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1991,"CHI",0.0168,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1992,"CHI",0.0556,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1993,"CHI",0.0544,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1994,"CHI",0.1168,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1995,"CHI",0.0388,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1996,"CHI",0.1649,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1997,"CHI",0.0305,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1998,"CHI",0.1224,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1999,"CHI",0.1972,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2000,"CHI",0.1553,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2001,"CHI",0.1321,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2002,"CHI",0.0942,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2003,"CHI",0.1059,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2004,"CHI",0.0185,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2005,"CHI",0.1372,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2006,"CHI",0.0231,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2007,"CHI",0.2229,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2008,"CHI",0.1154,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2009,"CHI",0.0624,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2010,"CHI",0.1927,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2011,"CHI",0.1588,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2012,"CHI",0.0848,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2013,"CHI",0.062,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
2014,"CHI",0.0848,"Chilliwack  River Fall (Harrison  R Fall Stock)","BC","oceantype","Fall","LFR","49.125664","-122.098166"
1971,"HAR",NA,"Harrison River Fall","BC","oceantype","Fall","LFR","49.218903","-121.945066"
1972,"HAR",NA,"Harrison River Fall","BC","oceantype","Fall","LFR","49.218903","-121.945066"
1973,"HAR",NA,"Harrison River Fall","BC","oceantype","Fall","LFR","49.218903","-121.945066"
1974,"HAR",NA,"Harrison River Fall","BC","oceantype","Fall","LFR","49.218903","-121.945066"
1975,"HAR",NA,"Harrison River Fall","BC","oceantype","Fall","LFR","49.218903","-121.945066"
1976,"HAR",NA,"Harrison River Fall","BC","oceantype","Fall","LFR","49.218903","-121.945066"
1977,"HAR",NA,"Harrison River Fall","BC","oceantype","Fall","LFR","49.218903","-121.945066"
