"brood_year","stock","stock_name","smolt","run","region","lat","long","j_group","j_group2","j_group3","a_group","a_group2","survival","M"
"2017","BQR","Big Qualicum River Fall","oceantype","fall","ECVI",49.39884,-124.609144,"salish","sog","sog_oceantype","south","salish",0.009706665,4.63494251602507
"1971","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",NA,NA
"1972","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",NA,NA
"1973","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",NA,NA
"1974","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",NA,NA
"1975","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",NA,NA
"1976","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",NA,NA
"1977","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",NA,NA
"1978","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",NA,NA
"1979","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",NA,NA
"1980","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",NA,NA
"1981","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.3055078,1.18577996878153
"1982","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.05026181,2.99050973478135
"1983","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.09460957,2.35799664525022
"1984","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.1309156,2.03320243822435
"1985","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.03977364,3.22455089767472
"1986","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.2863505,1.2505386940289
"1987","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.0690147,2.67343575359716
"1988","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.2840141,1.25873139416602
"1989","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.2141109,1.54126117389306
"1990","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.065109,2.73169249047518
"1991","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.01680335,4.08617700768951
"1992","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.05559522,2.88965805264436
"1993","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.05443919,2.91067098007518
"1994","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.116809,2.14721515676206
"1995","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.03879835,3.24937755903035
"1996","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.1648664,1.8026198300329
"1997","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.03051349,3.48958639807044
"1998","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.1223561,2.10081963336856
"1999","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.1970818,1.62413640800122
"2000","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.1553028,1.86237851936994
"2001","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.1321489,2.02382596184087
"2002","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.09422341,2.36208661447383
"2003","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.1059372,2.24490881326978
"2004","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.01847527,3.99132219791095
"2005","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.1372435,1.98599855854821
"2006","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.02306726,3.76934098281409
"2007","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.2229284,1.50090463531121
"2008","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.1153754,2.15956411920955
"2009","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.06254705,2.77183620545158
"2010","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.1931734,1.64416704784206
"2011","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.1575804,1.84781947477462
"2012","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.08473168,2.46826572128038
"2013","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.04465415,3.10880803084998
"2014","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.07593661,2.57785636568056
"2015","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.07176221,2.63439726460437
"2016","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.201102,1.60394303695214
"2017","CHI","Chilliwack River Fall","oceantype","fall","LFR",49.125664,-122.098166,"salish","sog","sog_oceantype","south","salish",0.0878559,2.43205730667246
"1971","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1972","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1973","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1974","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1975","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1976","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1977","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1978","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1979","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1980","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1981","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1982","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1983","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1984","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1985","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1986","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1987","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1988","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1989","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1990","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1991","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1992","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1993","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1994","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1995","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1996","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1997","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1998","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1999","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.08038365,2.52094448168626
"2000","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.06253111,2.7720910860812
"2001","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.03611373,3.32108215354137
"2002","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.01630302,4.11640491225729
"2003","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.03779306,3.27562979109635
"2004","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.03178973,3.44861199733236
"2005","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.04991196,2.99749462558446
"2006","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.02236864,3.80009530103677
"2007","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.04452529,3.11169793663279
"2008","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.01966197,3.92906896582435
"2009","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.02129225,3.8494121222414
"2010","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.0269565,3.61353082332409
"2011","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.01445151,4.23695637161336
"2012","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.0194503,3.93989278487211
"2013","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.02388169,3.73464322244259
"2014","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.03295395,3.41264414661454
"2015","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",0.023557,3.74833226277167
"2016","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"2017","CHK","Chilkat River","streamtype","spring","SEAK",59.302,-135.739,"north","north","north_streamtype","offshore","offshore",NA,NA
"1971","COW","Cowichan River Fall","oceantype","fall","ECVI",48.753551,-123.637015,"salish","sog","sog_oceantype","south","salish",NA,NA
"1972","COW","Cowichan River Fall","oceantype","fall","ECVI",48.753551,-123.637015,"salish","sog","sog_oceantype","south","salish",NA,NA
"1973","COW","Cowichan River Fall","oceantype","fall","ECVI",48.753551,-123.637015,"salish","sog","sog_oceantype","south","salish",NA,NA
"1974","COW","Cowichan River Fall","oceantype","fall","ECVI",48.753551,-123.637015,"salish","sog","sog_oceantype","south","salish",NA,NA
"1975","COW","Cowichan River Fall","oceantype","fall","ECVI",48.753551,-123.637015,"salish","sog","sog_oceantype","south","salish",NA,NA
